Selling Price,Transmission,Mileage,Fuel,Road Tax,Efficiency (mpg),Engine Size ,Age of Car
13084,Manual,5681,Petrol,145,65.7,1,2
25799,Manual,3871,Diesel,145,50.4,2,1
14999,Manual,3575,Petrol,145,60.1,1,1
8864,Manual,35399,Diesel,30,64.2,1.5,3
13299,Manual,10000,Petrol,145,57.7,1,2
13499,Manual,5635,Petrol,145,58.9,1,2
16995,Manual,10269,Diesel,145,80.7,1.5,1
11995,Manual,11882,Petrol,145,58.9,1,1
10295,Semi-Auto,8507,Petrol,0,57.7,1,4
16795,Manual,877,Petrol,145,55.4,1,1
11795,Manual,13645,Petrol,145,62.8,1,2
14995,Manual,26097,Diesel,150,64.2,1.5,3
6995,Manual,31472,Petrol,30,57.7,1,7
14995,Manual,14059,Diesel,30,64.2,1.5,3
9495,Manual,10386,Petrol,145,65.7,1,3
9200,Manual,22640,Petrol,0,65.7,1,5
10620,Manual,13240,Petrol,145,65.7,1,2
9480,Manual,26435,Petrol,0,65.7,1,4
23380,Semi-Auto,4426,Diesel,145,48.7,2,3
10420,Manual,39039,Diesel,145,74.3,1.5,3
10550,Semi-Auto,70729,Diesel,125,58.9,2,4
18750,Manual,5252,Petrol,145,51.4,1.5,1
19400,Manual,8973,Petrol,145,41.5,2,2
11360,Manual,27961,Diesel,145,74.3,1.5,3
11000,Manual,32675,Petrol,145,56.5,1,2
11160,Manual,20372,Petrol,145,56.5,1,2
10595,Manual,20106,Petrol,145,65.7,1,2
13495,Manual,10335,Petrol,145,57.7,1,2
15995,Manual,9304,Petrol,145,60.1,1,1
11795,Manual,23572,Petrol,125,51.4,1.5,3
9295,Manual,5730,Petrol,145,47.9,1.2,2
21495,Semi-Auto,35482,Diesel,145,48.7,2,2
14450,Automatic,13450,Petrol,145,38.2,1.5,3
18787,Manual,15464,Petrol,145,41.5,2,2
13000,Manual,11589,Diesel,145,74.3,1.5,2
12250,Manual,18138,Petrol,145,60.1,1,3
14260,Manual,11296,Petrol,145,58.9,1,2
14480,Manual,11903,Petrol,145,58.9,1,1
14310,Manual,13500,Petrol,145,58.9,1,1
15880,Manual,7932,Diesel,145,80.7,1.5,1
11660,Manual,46995,Petrol,145,60.1,1,2
11250,Manual,22175,Petrol,145,56.5,1,2
5810,Manual,59858,Petrol,30,54.3,1.2,6
8680,Manual,41491,Petrol,145,65.7,1,3
21790,Manual,11567,Diesel,145,37.7,2,1
16610,Manual,7128,Petrol,145,55.4,1,1
19890,Manual,8500,Diesel,145,47.9,2,1
19460,Manual,13850,Diesel,145,47.9,2,1
19450,Manual,14010,Diesel,145,47.9,2,1
17500,Manual,28957,Diesel,145,47.9,2,1
19560,Manual,11028,Diesel,145,47.9,2,1
11840,Manual,7259,Petrol,145,58.9,1,1
18680,Automatic,8900,Diesel,145,74.3,1.5,1
16500,Manual,1010,Diesel,145,80.7,1.5,1
12400,Manual,5343,Petrol,145,60.1,1,2
15800,Manual,20871,Diesel,145,67.3,2,2
17620,Automatic,120,Petrol,145,45.6,1,1
7700,Manual,38822,Petrol,0,65.7,1,5
8800,Manual,20226,Petrol,145,65.7,1,3
7510,Manual,21103,Petrol,125,54.3,1.2,3
12390,Manual,4000,Petrol,145,58.9,1,1
11450,Manual,14377,Petrol,145,56.5,1,2
14310,Manual,52216,Diesel,125,56.5,2,4
11990,Automatic,27948,Petrol,145,46.3,1.5,3
8810,Semi-Auto,23858,Petrol,0,57.7,1,6
10200,Manual,13219,Diesel,0,74.3,1.5,3
11250,Semi-Auto,23817,Petrol,0,57.7,1,3
12590,Semi-Auto,14478,Diesel,0,74.3,1.5,3
10230,Manual,28158,Petrol,20,62.8,1,3
14995,Manual,15,Petrol,145,58.9,1,1
14995,Manual,15,Petrol,145,55.4,1,1
13995,Manual,6961,Petrol,145,65.7,1,2
14995,Manual,15,Petrol,145,58.9,1,1
15995,Manual,15,Petrol,145,58.9,1,1
14995,Manual,15,Petrol,145,58.9,1,1
25950,Manual,16,Petrol,145,34.5,2.3,1
15995,Automatic,10000,Diesel,145,56.5,1.5,1
8695,Manual,32346,Petrol,0,65.7,1,4
15995,Manual,19071,Diesel,145,67.3,2,3
20700,Manual,12501,Diesel,145,39.2,2,1
14020,Manual,18213,Diesel,145,60.1,2,3
15950,Manual,9572,Diesel,145,80.7,1.5,1
15320,Manual,8739,Petrol,145,60.1,1,1
16990,Automatic,3765,Petrol,145,48.7,1,1
9191,Manual,37722,Diesel,20,68.9,1.5,3
16767,Manual,14203,Diesel,145,67.3,2,3
17690,Manual,11742,Petrol,145,52.3,1,1
7520,Manual,19318,Petrol,145,57.7,1.2,2
18800,Manual,8837,Diesel,145,47.9,2,1
17995,Manual,28288,Diesel,125,56.5,2,4
7997,Manual,42792,Petrol,30,56.5,1,6
7771,Semi-Auto,28338,Petrol,145,47.9,1.6,6
7997,Manual,21000,Petrol,125,54.3,1.2,4
8397,Manual,29500,Petrol,0,65.7,1,4
10494,Manual,24025,Petrol,145,47.9,1.6,5
10500,Manual,19500,Petrol,125,52.3,1,4
7697,Manual,36100,Petrol,0,65.7,1,6
8997,Semi-Auto,28000,Petrol,0,57.7,1,6
18992,Automatic,16400,Petrol,260,35.8,2,5
10020,Manual,15133,Petrol,20,62.8,1,3
10497,Manual,43068,Diesel,145,53.3,2,6
9230,Manual,4218,Petrol,125,54.3,1.2,3
8691,Manual,58111,Diesel,30,64.2,1.5,3
16065,Manual,11087,Diesel,125,60.1,2,3
10270,Manual,40729,Diesel,20,68.9,1.5,4
7080,Manual,35879,Petrol,30,56.5,1,6
8725,Manual,73506,Diesel,125,60.1,2,5
6592,Manual,64753,Diesel,0,78.5,1.5,4
6982,Manual,35847,Petrol,0,65.7,1,5
8800,Manual,21022,Petrol,150,64.2,1.1,2
10490,Manual,15392,Petrol,20,60.1,1,5
6990,Manual,39213,Petrol,0,65.7,1,7
16980,Manual,24290,Petrol,200,41.5,2,3
14920,Manual,5373,Petrol,145,58.9,1,2
10370,Manual,21572,Petrol,145,56.5,1,2
10240,Manual,32501,Petrol,145,60.1,1,2
8130,Manual,41232,Diesel,20,67.3,1.6,5
10460,Manual,26368,Petrol,145,65.7,1,2
11890,Manual,29678,Diesel,145,54.3,2,3
9997,Semi-Auto,9000,Petrol,145,47.9,1.6,4
7669,Semi-Auto,21700,Petrol,145,47.9,1.6,6
7767,Semi-Auto,20000,Petrol,145,47.9,1.6,7
7777,Manual,7939,Petrol,30,54.3,1.2,5
9881,Manual,17610,Petrol,145,47.9,1.6,6
10333,Manual,15800,Petrol,20,62.8,1,4
7969,Manual,4750,Petrol,125,54.3,1.2,3
11494,Manual,19745,Petrol,145,47.9,1.6,3
9839,Manual,11717,Petrol,20,62.8,1,4
9292,Manual,19350,Petrol,20,62.8,1,4
8990,Manual,67336,Petrol,150,47.9,1.6,3
15300,Manual,27256,Diesel,125,60.1,2,3
14990,Manual,31598,Diesel,150,60.1,2,3
10390,Manual,5402,Petrol,150,64.2,1.1,2
6190,Manual,13728,Petrol,30,57.7,1.2,4
8995,Manual,39968,Petrol,125,52.3,1,4
17995,Manual,34688,Diesel,200,47.9,2,4
14995,Manual,6093,Petrol,145,60.1,1,1
9950,Manual,16756,Petrol,20,62.8,1,4
8495,Manual,14640,Petrol,145,57.7,1.2,3
15575,Manual,19794,Diesel,125,60.1,2,3
10480,Manual,30526,Diesel,0,74.3,1.5,3
14545,Manual,32813,Diesel,125,60.1,2,3
13500,Manual,8134,Petrol,145,57.7,1,2
14990,Manual,32717,Petrol,160,45.6,1.5,3
15300,Manual,24477,Diesel,125,60.1,2,3
6830,Manual,16207,Petrol,145,57.7,1.2,3
13320,Manual,29597,Diesel,30,62.8,2,4
10510,Manual,11961,Petrol,20,62.8,1,3
7020,Manual,16463,Petrol,30,54.3,1.2,6
16991,Manual,15956,Diesel,145,64.2,1.5,2
10790,Manual,26357,Petrol,145,65.7,1,2
17500,Manual,20881,Diesel,145,67.3,2,2
14690,Manual,4352,Petrol,145,54.3,1,2
6990,Manual,15472,Petrol,145,57.7,1.2,2
11790,Manual,13239,Diesel,145,74.3,1.5,3
14290,Manual,23444,Diesel,145,64.2,1.5,3
8500,Manual,38779,Petrol,145,64.2,1.1,2
11790,Semi-Auto,31476,Petrol,145,54.3,1,2
15290,Manual,7144,Petrol,150,58.9,1,1
14290,Manual,13263,Petrol,150,65.7,1,2
33591,Semi-Auto,1537,Diesel,150,37.2,2,1
11200,Manual,11997,Petrol,145,65.7,1,2
9790,Manual,13170,Petrol,150,65.7,1,2
15000,Manual,17119,Diesel,150,64.2,1.5,2
12990,Manual,20425,Petrol,150,57.7,1,2
15990,Manual,17105,Diesel,150,47.9,2,2
10790,Manual,11924,Petrol,150,65.7,1,2
14990,Manual,8895,Petrol,150,65.7,1,2
5790,Manual,47281,Petrol,125,54.3,1.2,5
10690,Manual,17113,Petrol,145,61.4,1,3
6690,Manual,76216,Petrol,20,61.4,1,5
7990,Manual,28971,Petrol,20,60.1,1,5
25990,Manual,12567,Diesel,145,54.3,2,1
8990,Manual,9616,Petrol,145,64.2,1.1,2
9700,Manual,8335,Petrol,145,65.7,1,2
18765,Manual,17039,Petrol,145,41.5,2,2
18500,Manual,12514,Petrol,145,41.5,2,2
8200,Manual,23002,Diesel,0,74.4,1.5,4
10990,Manual,24674,Petrol,145,65.7,1,2
11490,Manual,4873,Petrol,30,55.4,1,3
12290,Manual,8067,Petrol,150,60.1,1,2
6790,Manual,51341,Petrol,30,56.5,1,6
12990,Manual,13470,Diesel,150,74.3,1.5,2
18500,Manual,5787,Diesel,150,54.3,1.5,1
9790,Manual,16942,Petrol,125,52.3,1,4
7790,Manual,54503,Petrol,0,65.7,1,4
9790,Manual,9575,Petrol,150,64.2,1.1,2
6490,Manual,29607,Petrol,30,54.3,1.2,6
11800,Manual,12621,Petrol,145,60.1,1,2
9690,Manual,10567,Petrol,145,64.2,1.1,2
16500,Semi-Auto,27653,Diesel,145,54.3,2,3
11500,Manual,5505,Petrol,145,65.7,1,2
18500,Manual,16970,Petrol,145,41.5,2,2
10901,Manual,12890,Petrol,145,65.7,1,3
8490,Manual,24792,Petrol,150,64.2,1.1,2
17990,Manual,7519,Petrol,145,41.5,2,2
20990,Semi-Auto,12365,Diesel,145,54.3,2,2
15290,Manual,26543,Diesel,145,54.3,2,4
9990,Semi-Auto,32618,Diesel,0,74.3,1.5,4
17990,Manual,5298,Petrol,150,60.1,1,1
11990,Manual,23915,Petrol,150,60.1,1,2
9500,Manual,24013,Petrol,150,65.7,1,3
15790,Manual,46286,Petrol,150,41.5,2,2
11990,Manual,12956,Petrol,150,60.1,1,2
9990,Manual,10691,Petrol,150,64.2,1.1,2
13190,Manual,22786,Petrol,150,51.4,1.5,2
11690,Manual,13,Petrol,150,58.9,1,1
7790,Manual,35155,Petrol,0,65.7,1,5
9700,Manual,8769,Petrol,145,64.2,1.1,2
12000,Manual,7760,Petrol,145,65.7,1,2
11290,Manual,13585,Petrol,145,65.7,1,2
13790,Manual,4979,Petrol,145,54.3,1,2
11690,Manual,12127,Petrol,145,65.7,1,2
18591,Semi-Auto,2341,Petrol,145,48.7,1,1
8500,Manual,23800,Petrol,30,56.5,1,6
12990,Manual,11785,Petrol,145,60.1,1,2
15500,Manual,7310,Petrol,145,54.3,1,2
11690,Manual,8156,Petrol,145,65.7,1,2
17500,Manual,2908,Petrol,145,60.1,1,2
30000,Semi-Auto,623,Diesel,145,43.5,2,1
28000,Manual,7400,Diesel,145,54.3,2,1
17200,Manual,5989,Petrol,145,60.1,1,1
15500,Manual,7504,Petrol,145,61.4,1,1
11500,Manual,31520,Petrol,145,65.7,1,2
17500,Automatic,11211,Petrol,145,48.7,1,1
12000,Manual,18605,Petrol,145,65.7,1,3
19500,Manual,4596,Diesel,145,54.3,1.5,1
10500,Manual,25367,Petrol,145,58.9,1,2
12000,Manual,14917,Petrol,145,60.1,1,2
10000,Manual,13691,Petrol,145,65.7,1,2
11500,Manual,2729,Petrol,145,58.9,1,2
8400,Manual,28000,Petrol,125,54.3,1.2,4
10800,Manual,15356,Petrol,145,65.7,1,2
10500,Manual,8363,Petrol,145,58.9,1,2
10000,Manual,15682,Petrol,145,65.7,1,2
13700,Manual,12686,Petrol,145,57.7,1,2
7000,Manual,73883,Diesel,30,62.8,2,6
10500,Manual,40016,Diesel,125,60.1,2,4
11500,Manual,13820,Petrol,145,65.7,1,2
17000,Manual,17456,Diesel,20,67.3,2,4
10500,Manual,6042,Petrol,145,64.2,1.1,2
17900,Manual,37411,Diesel,145,56.5,2,2
15500,Manual,13240,Diesel,150,60.1,2,3
7200,Manual,36914,Petrol,30,57.7,1,7
7500,Manual,23658,Petrol,125,54.3,1.2,5
10499,Manual,11143,Petrol,145,65.7,1,2
11695,Manual,12874,Petrol,150,65.7,1,2
6500,Manual,61074,Diesel,150,53.3,2,7
10500,Manual,21718,Petrol,150,60.1,1,3
6700,Manual,52353,Petrol,30,54.3,1.2,5
24000,Semi-Auto,9412,Diesel,150,47.9,2,2
16500,Manual,30190,Diesel,150,60.1,2,3
18200,Manual,15210,Diesel,150,54.3,2,3
10200,Manual,29805,Petrol,150,60.1,1,3
10800,Manual,19153,Petrol,145,65.7,1,2
10200,Manual,23403,Petrol,145,65.7,1,3
15500,Manual,9500,Petrol,145,51.4,1,2
8990,Manual,15141,Petrol,150,64.2,1.1,2
18500,Manual,8913,Petrol,145,35.3,1.5,1
9500,Manual,18928,Petrol,145,64.2,1.1,3
15000,Manual,15918,Petrol,145,60.1,1,2
18200,Manual,21930,Petrol,150,39.2,1.5,2
10000,Manual,27064,Petrol,160,44.8,1.5,3
19000,Manual,12130,Petrol,145,41.5,2,2
12000,Manual,20045,Diesel,145,74.3,1.5,2
11500,Semi-Auto,15565,Diesel,20,64.2,1.5,4
9200,Manual,45500,Diesel,150,85.6,1.5,3
6800,Manual,19784,Petrol,125,54.3,1.2,5
11175,Manual,6745,Petrol,145,65.7,1,3
6990,Semi-Auto,23521,Petrol,160,44.1,1.6,6
19272,Semi-Auto,18472,Diesel,150,54.3,2,2
11795,Manual,30564,Petrol,145,58.9,1,3
12750,Manual,33202,Petrol,235,39.2,2,6
20490,Semi-Auto,20331,Diesel,200,47.9,2,4
9795,Manual,15000,Petrol,0,65.7,1,4
10795,Manual,13000,Petrol,145,65.7,1,3
10795,Manual,10500,Petrol,30,55.4,1,5
10295,Manual,8000,Diesel,150,64.2,1.5,3
10699,Semi-Auto,9896,Petrol,145,57.7,1,3
9377,Manual,26775,Petrol,125,52.3,1,3
13100,Manual,8419,Petrol,145,62.8,1,2
10800,Manual,5110,Petrol,145,64.2,1.1,2
12700,Manual,14380,Petrol,145,65.7,1,2
11600,Manual,12836,Petrol,145,65.7,1,2
16300,Manual,15883,Diesel,145,60.1,2,3
10975,Manual,23149,Petrol,145,53.3,1,3
18000,Manual,37085,Diesel,145,56.5,2,2
10600,Manual,33080,Petrol,145,65.7,1,2
12000,Semi-Auto,14916,Petrol,0,57.7,1,3
16000,Manual,1520,Diesel,145,67.3,1.5,2
18000,Manual,1793,Petrol,145,55.4,1,1
15299,Automatic,12315,Petrol,145,50.4,1,2
16000,Manual,3557,Petrol,145,55.4,1,1
16499,Manual,13728,Petrol,145,49.6,1,1
19000,Automatic,12859,Petrol,145,41.5,1,1
15299,Manual,9742,Petrol,145,60.1,1,1
16000,Manual,10263,Petrol,145,58.9,1,1
16000,Manual,12702,Petrol,145,58.9,1,2
11995,Manual,15000,Petrol,145,60.1,1,3
17000,Manual,11910,Petrol,145,58.9,1,2
25000,Semi-Auto,4688,Diesel,145,42.2,2,1
24499,Automatic,8339,Diesel,145,52.3,2,2
14000,Manual,3889,Petrol,145,56.5,1,1
15000,Manual,9988,Petrol,145,58.9,1,1
19000,Automatic,15647,Diesel,145,57.7,2,2
11499,Manual,31302,Diesel,30,64.2,2,5
16000,Manual,9699,Petrol,145,58.9,1,2
23499,Manual,4753,Diesel,145,56.5,2,2
19000,Manual,17501,Diesel,145,60.1,2,3
24999,Semi-Auto,27215,Diesel,150,47.9,2,2
19499,Manual,24297,Diesel,145,54.3,2,2
17000,Manual,9960,Petrol,145,60.1,1,1
17000,Manual,4853,Petrol,145,60.1,1,2
13495,Manual,11852,Petrol,145,53.3,1,2
18700,Manual,21476,Diesel,205,47.9,2,4
8750,Manual,39556,Petrol,20,60.1,1,4
18400,Manual,9929,Diesel,150,54.3,1.5,2
10308,Manual,31997,Petrol,145,65.7,1,2
16470,Manual,9083,Petrol,145,60.1,1,1
18299,Manual,731,Petrol,145,60.1,1,1
10499,Manual,4893,Petrol,145,47.9,1.2,1
11000,Manual,4485,Petrol,145,47.9,1.2,1
11000,Manual,1645,Petrol,145,47.9,1.2,1
11299,Manual,3439,Petrol,145,47.9,1.2,1
8000,Manual,10084,Petrol,145,57.7,1.2,3
19000,Manual,4325,Petrol,145,52.3,1,1
11000,Manual,10981,Petrol,20,61.4,1,3
12499,Manual,4277,Petrol,145,62.8,1,3
12499,Manual,10276,Petrol,145,60.1,1,3
14000,Manual,1384,Petrol,145,48.7,1.1,1
14000,Manual,1559,Petrol,145,48.7,1.1,1
14000,Manual,886,Petrol,145,48.7,1.1,1
20000,Manual,13856,Petrol,145,41.5,2,2
15000,Manual,10549,Petrol,145,54.3,1,2
8000,Manual,4750,Petrol,145,57.7,1.2,2
7799,Manual,8169,Petrol,145,57.7,1.2,2
8000,Manual,4977,Petrol,145,57.7,1.2,2
23000,Manual,363,Petrol,145,50.4,1,0
9799,Manual,23337,Petrol,0,65.7,1,3
16999,Manual,7530,Diesel,145,80.7,1.5,2
14000,Manual,4336,Petrol,145,58.9,1,1
17000,Manual,1743,Diesel,145,64.2,1.5,1
15000,Manual,5842,Diesel,145,80.7,1.5,1
17000,Manual,15555,Diesel,145,54.3,2,3
10000,Manual,28969,Petrol,145,65.7,1,3
7499,Manual,17551,Petrol,0,65.7,1,6
10699,Manual,2618,Petrol,145,43.5,1.2,2
9200,Manual,7391,Petrol,0,65.7,1,3
15000,Manual,1035,Petrol,145,58.9,1,1
10700,Manual,3475,Petrol,145,64.2,1.1,2
16000,Manual,8325,Petrol,145,58.9,1,1
10000,Manual,5846,Petrol,145,47.9,1.2,2
14000,Manual,1459,Petrol,145,48.7,1.1,1
8070,Manual,13324,Petrol,30,54.3,1.2,5
9710,Manual,21314,Petrol,20,62.8,1,4
4995,Manual,74015,Diesel,20,67.3,1.6,7
5420,Manual,12809,Petrol,30,57.7,1.2,5
12030,Manual,18770,Petrol,145,57.7,1,2
11414,Manual,20486,Diesel,20,67.3,2,5
5800,Manual,71200,Diesel,0,78.5,1.5,5
7795,Manual,46891,Petrol,0,65.7,1,4
15995,Manual,73079,Diesel,160,48.7,2,4
14995,Manual,5806,Petrol,145,53.3,1,1
12600,Manual,23164,Diesel,145,74.3,1.5,2
12750,Manual,7026,Petrol,145,65.7,1,2
12600,Manual,9674,Petrol,145,65.7,1,2
10500,Manual,15675,Petrol,145,65.7,1,2
19500,Manual,23,Diesel,145,65.7,2,1
19500,Manual,33,Diesel,145,65.7,2,1
7495,Manual,31945,Petrol,0,65.7,1,5
9950,Manual,21105,Diesel,0,78.5,1.5,4
8250,Manual,24220,Petrol,0,65.7,1,4
14995,Manual,51,Petrol,145,58.9,1,1
13495,Manual,6000,Diesel,145,58.9,1.5,1
23995,Automatic,400,Diesel,145,47.9,2,1
16995,Manual,6000,Petrol,145,53.3,1,1
7245,Manual,46510,Petrol,30,55.4,1,5
18995,Manual,11850,Diesel,125,56.5,2,4
9695,Manual,10040,Petrol,145,43.5,1.2,1
13495,Manual,11395,Petrol,145,65.7,1,2
8995,Manual,34682,Petrol,145,65.7,1,3
8795,Manual,25456,Petrol,145,65.7,1,3
11000,Manual,27530,Petrol,20,60.1,1,3
8799,Manual,18378,Petrol,125,54.3,1.2,3
15699,Manual,10000,Petrol,145,62.8,1,2
11000,Manual,7485,Petrol,145,65.7,1,2
10000,Manual,17431,Petrol,20,62.8,1,4
8995,Manual,10,Petrol,145,47.9,1.2,2
9495,Manual,6275,Petrol,145,47.9,1.2,2
13995,Manual,7380,Petrol,145,55.4,1,2
7495,Manual,29815,Petrol,30,57.7,1.2,3
16495,Manual,6225,Petrol,145,40.3,1.5,2
13995,Manual,9720,Diesel,145,58.9,1.5,2
23995,Automatic,3000,Diesel,145,40.4,2,1
13495,Manual,700,Petrol,145,58.9,1,1
5495,Manual,22280,Petrol,30,57.7,1.2,4
11500,Manual,11053,Petrol,145,65.7,1,2
16200,Manual,12263,Petrol,145,49.6,1,1
16073,Manual,12820,Petrol,145,60.1,1,1
15800,Manual,9379,Petrol,145,58.9,1,1
14995,Manual,6330,Petrol,145,60.1,1,1
11995,Automatic,5720,Petrol,145,54.3,1,3
15995,Manual,4835,Diesel,145,58.9,1.5,2
25950,Manual,25,Petrol,145,34.5,2.3,1
16995,Manual,20,Diesel,145,60.1,1.5,1
11018,Manual,34938,Petrol,145,65.7,1,2
11900,Manual,11574,Diesel,0,74.3,1.5,3
12000,Manual,17225,Petrol,145,61.4,1,2
9000,Manual,18734,Petrol,145,54.3,1.2,3
10300,Manual,9300,Petrol,145,64.2,1.1,2
10600,Manual,21760,Petrol,145,65.7,1,2
9980,Manual,29122,Petrol,150,47.9,1.6,4
10380,Manual,12847,Petrol,0,65.7,1,3
9980,Semi-Auto,29927,Diesel,145,74.3,1.5,3
9533,Semi-Auto,17457,Petrol,0,57.7,1,4
8290,Manual,11931,Petrol,145,57.7,1.2,2
10699,Manual,7573,Petrol,145,52.3,1,3
6999,Manual,60063,Petrol,20,62.8,1,5
9499,Manual,24526,Petrol,145,65.7,1,3
10290,Manual,4070,Petrol,145,64.2,1.1,3
7495,Manual,29840,Diesel,0,76.4,1.5,6
17995,Manual,12995,Diesel,145,60.1,2,3
14995,Manual,12,Petrol,145,55.4,1,1
16495,Manual,6145,Petrol,145,52.3,1,1
18995,Automatic,5000,Diesel,145,58.9,2,1
14995,Manual,9900,Diesel,145,58.9,1.5,2
12995,Manual,5735,Petrol,145,58.9,1,2
14995,Manual,12075,Petrol,145,60.1,1,1
11900,Manual,29951,Petrol,145,65.7,1,2
18100,Manual,4402,Diesel,145,64.2,1.5,1
9500,Manual,22234,Petrol,145,65.7,1,3
14600,Manual,11337,Petrol,145,58.9,1,1
10500,Manual,32160,Petrol,145,65.7,1,2
10700,Manual,6533,Petrol,150,55.4,1.1,2
12700,Semi-Auto,16088,Petrol,150,51.4,1,3
16200,Manual,11654,Petrol,150,40.3,1.5,2
13100,Semi-Auto,3356,Petrol,150,54.3,1,2
6700,Manual,47769,Diesel,20,67.3,1.6,7
16200,Manual,15408,Diesel,150,60.1,2,2
10100,Manual,15777,Diesel,30,64.2,1.5,4
6795,Manual,69547,Diesel,20,67.3,1.6,6
10699,Manual,41197,Petrol,150,47.9,1.6,3
7995,Manual,7800,Petrol,150,57.7,1.2,2
18995,Manual,50,Petrol,150,40.3,1.5,1
6695,Manual,24000,Petrol,30,57.7,1.2,3
7402,Manual,24937,Diesel,30,62.8,1.6,7
6999,Manual,21792,Petrol,30,57.7,1.2,3
11995,Semi-Auto,16172,Petrol,145,51.4,1,2
6991,Manual,15969,Petrol,125,54.3,1.2,3
7695,Manual,6368,Petrol,145,57.7,1.2,3
7980,Manual,42045,Petrol,20,62.8,1,4
9995,Manual,4150,Petrol,150,47.9,1.2,1
25995,Automatic,5000,Diesel,150,32.8,2,1
9277,Manual,28294,Petrol,145,65.7,1,3
18481,Manual,21217,Petrol,145,41.5,2,2
7890,Manual,47325,Diesel,0,74.3,1.5,5
13820,Manual,14835,Petrol,145,57.7,1,2
16277,Manual,6507,Petrol,145,60.1,1,2
16100,Manual,7539,Petrol,150,60.1,1,1
11600,Manual,26476,Petrol,150,60.1,1,3
9600,Manual,11038,Petrol,150,64.2,1.1,2
12800,Manual,6945,Petrol,150,60.1,1,2
14900,Manual,15692,Diesel,150,65.7,2,2
14500,Manual,3753,Petrol,150,54.3,1,2
9700,Manual,20885,Petrol,150,54.3,1.2,3
11500,Manual,29881,Petrol,30,54.3,1,3
10500,Manual,13336,Petrol,150,65.7,1,2
9300,Manual,16595,Petrol,0,65.7,1,4
11400,Manual,10213,Petrol,145,65.7,1,2
10900,Manual,5541,Petrol,145,64.2,1.1,2
16900,Manual,5044,Petrol,145,51.4,1,1
8900,Manual,28600,Petrol,0,65.7,1,6
15300,Manual,6898,Petrol,150,58.9,1,2
9200,Manual,28330,Petrol,150,65.7,1,3
14600,Manual,3397,Petrol,150,54.3,1,2
17300,Manual,11740,Petrol,145,60.1,1,1
9700,Manual,10815,Petrol,145,64.2,1.1,2
14900,Manual,21419,Diesel,145,60.1,2,3
17100,Manual,13843,Petrol,145,45.6,1.5,2
10700,Manual,9575,Petrol,145,64.2,1.1,2
16500,Manual,14023,Petrol,145,60.1,1,2
7000,Manual,45024,Petrol,0,65.7,1,7
10500,Manual,22649,Petrol,150,55.4,1,3
11000,Manual,5763,Petrol,145,55.4,1.1,2
11300,Manual,33291,Petrol,145,65.7,1,2
10000,Manual,34553,Petrol,145,65.7,1,2
22000,Manual,10,Diesel,145,65.7,2,0
17500,Manual,48585,Diesel,160,48.7,2,4
22500,Manual,484,Petrol,145,50.4,1,0
11200,Manual,19168,Petrol,145,65.7,1,3
15500,Manual,5192,Petrol,145,52.3,1,2
12500,Manual,26294,Petrol,145,47.9,1.6,3
7000,Manual,35987,Petrol,30,54.3,1.2,7
11750,Manual,7564,Petrol,150,65.7,1,3
6000,Manual,58381,Petrol,150,47.1,1.4,7
9500,Manual,18342,Petrol,150,65.7,1,3
12500,Manual,13000,Petrol,145,65.7,1,2
10500,Manual,21637,Petrol,150,65.7,1,2
10250,Manual,19825,Petrol,150,61.4,1,3
11500,Manual,20556,Petrol,150,65.7,1,2
21000,Manual,25,Diesel,145,65.7,2,0
17800,Manual,10,Petrol,145,58.9,1,0
9800,Manual,11365,Petrol,125,54.3,1.2,3
20500,Manual,27,Diesel,145,65.7,2,1
20500,Manual,24,Diesel,145,65.7,2,1
20500,Manual,15,Diesel,145,65.7,2,1
20800,Manual,207,Petrol,145,50.4,1,1
9600,Manual,15400,Petrol,145,64.2,1.1,2
16200,Manual,7400,Petrol,145,58.9,1,1
12500,Manual,14881,Petrol,145,65.7,1,2
11200,Manual,17971,Petrol,145,58.9,1,2
11800,Manual,7500,Petrol,145,58.9,1,2
10500,Manual,8965,Petrol,145,64.2,1.1,3
9200,Manual,17833,Petrol,125,54.3,1.2,4
9999,Manual,21687,Petrol,145,65.7,1,3
6977,Manual,33440,Petrol,145,57.7,1.2,3
11978,Manual,64494,Diesel,145,54.3,2,5
7250,Manual,66144,Diesel,0,74.3,1.5,5
7000,Semi-Auto,33000,Petrol,145,47.9,1.6,6
22000,Manual,10,Diesel,145,65.7,2,0
22000,Manual,10,Diesel,145,65.7,2,0
16200,Manual,8166,Petrol,145,58.9,1,1
9700,Manual,6302,Petrol,145,64.2,1.1,2
22000,Manual,47,Diesel,145,65.7,2,0
22000,Manual,10,Diesel,145,65.7,2,0
14250,Manual,13535,Petrol,145,57.7,1,2
7300,Manual,62206,Petrol,0,65.7,1,4
11000,Manual,18494,Diesel,145,64.2,1.5,3
10000,Manual,18522,Petrol,145,64.2,1.1,2
10000,Manual,19930,Petrol,0,65.7,1,4
11250,Manual,20309,Petrol,145,60.1,1,3
14250,Semi-Auto,25860,Petrol,145,48.7,1,2
14500,Manual,13580,Petrol,145,54.3,1,2
18500,Manual,4417,Petrol,145,60.1,1,1
17500,Manual,4455,Diesel,145,58.9,1.5,1
14600,Manual,7119,Diesel,145,80.7,1.5,2
9500,Manual,23288,Diesel,0,74.4,1.5,4
20400,Manual,1996,Diesel,145,47.9,2,1
16500,Manual,5085,Diesel,145,61.4,1.5,1
