Selling Price,Mileage,Fuel,Seller,Transmission,Owner Type,Number of Seats,Age of Car,Efficiency,Engine Capacity
625000,39000,Petrol,Dealer,Automatic,First Owner,5,7,14.28,1798
3400000,22000,Diesel,Dealer,Automatic,First Owner,5,2,18.0,1969
535000,40000,Diesel,Dealer,Manual,First Owner,5,5,26.21,1248
325000,142000,Diesel,Individual,Manual,First Owner,7,9,15.96,2523
500000,22947,Petrol,Individual,Manual,First Owner,5,4,20.4,1197
300000,30000,Petrol,Individual,Manual,Used,5,7,20.36,1197
270000,7672,Petrol,Individual,Manual,First Owner,5,4,21.1,814
160000,36659,Petrol,Individual,Manual,First Owner,5,10,19.7,796
210000,60000,Petrol,Individual,Manual,First Owner,8,4,16.8,796
850000,120000,Diesel,Individual,Manual,First Owner,7,6,15.1,2179
880000,120000,Diesel,Individual,Manual,First Owner,7,6,15.1,2179
150000,39000,Petrol,Individual,Manual,First Owner,5,10,16.9,1061
775000,45000,Diesel,Individual,Automatic,First Owner,7,5,18.49,1493
160000,70000,Petrol,Individual,Manual,Used,5,11,19.7,796
220000,100000,Diesel,Individual,Manual,Used,5,8,20.0,1399
670000,48000,Diesel,Individual,Manual,First Owner,5,3,22.54,1396
780000,35000,Diesel,Individual,Manual,First Owner,5,2,22.54,1396
515000,23000,Petrol,Individual,Manual,First Owner,5,3,21.4,1197
800000,14000,Diesel,Individual,Manual,First Owner,5,3,22.54,1396
800000,14000,Diesel,Individual,Manual,First Owner,5,3,22.54,1396
850000,60000,Diesel,Individual,Manual,First Owner,7,6,15.1,2179
200000,60000,Petrol,Individual,Manual,Used,5,7,21.1,814
140000,150000,Diesel,Individual,Manual,Used,5,12,19.4,1422
800000,80000,Petrol,Individual,Automatic,Used,5,4,17.01,1591
250000,35000,Petrol,Individual,Manual,First Owner,5,7,20.92,998
800000,44500,Diesel,Individual,Manual,First Owner,5,3,25.1,1248
600000,60000,Diesel,Individual,Manual,Used,5,5,26.21,1248
250000,120000,Diesel,Individual,Manual,Used,5,8,21.8,1461
500000,80000,Diesel,Individual,Manual,Used,5,4,25.8,1498
750000,9900,Petrol,Individual,Manual,First Owner,8,1,11.96,1298
650000,68000,Diesel,Individual,Manual,First Owner,5,6,22.9,1248
350000,40000,Petrol,Individual,Manual,Used,5,8,17.71,1197
950000,60000,Diesel,Individual,Manual,First Owner,7,4,21.9,1498
580000,110000,Diesel,Individual,Manual,Used,10,5,13.58,2499
640000,10000,Petrol,Individual,Manual,First Owner,5,1,18.9,1197
800000,80000,Diesel,Individual,Automatic,First Owner,8,6,11.79,2179
347000,30000,Petrol,Individual,Manual,First Owner,5,9,19.0,998
1000000,120000,Diesel,Individual,Manual,Used,7,6,15.1,2179
300000,35000,Petrol,Individual,Manual,First Owner,5,4,21.1,814
493000,40000,Petrol,Individual,Manual,First Owner,5,3,20.3,1199
370000,60000,Petrol,Individual,Manual,First Owner,5,6,18.9,1197
250000,90000,Diesel,Individual,Manual,Used,5,12,19.3,1248
300000,20000,Petrol,Individual,Manual,First Owner,5,3,22.5,999
450000,40000,Petrol,Individual,Automatic,First Owner,5,3,24.04,999
185000,124316,Diesel,Dealer,Manual,Used,5,10,20.0,1399
1225000,6544,Diesel,Individual,Manual,First Owner,5,1,20.0,1497
1000000,50000,Diesel,Individual,Manual,First Owner,8,5,12.99,2494
600000,10000,Petrol,Individual,Manual,First Owner,5,4,18.6,1197
1100000,50000,Diesel,Individual,Manual,First Owner,7,2,15.1,2179
360000,30000,Petrol,Individual,Manual,Used,5,5,18.9,1197
285000,69000,Petrol,Individual,Manual,First Owner,5,8,17.5,1298
350000,49600,Diesel,Individual,Manual,Used,6,4,25.32,1198
130000,30000,Petrol,Individual,Manual,Used,5,12,19.81,1086
500000,198000,Diesel,Individual,Manual,First Owner,8,4,18.2,1248
350000,80000,Petrol,Individual,Manual,First Owner,5,10,17.0,1197
685000,19000,Petrol,Individual,Automatic,First Owner,5,1,21.4,1197
399000,5000,LPG/CNG,Individual,Manual,First Owner,5,0,21.94,1196
525000,10000,Petrol,Individual,Manual,First Owner,5,3,18.9,1197
765000,40000,Petrol,Individual,Manual,First Owner,7,3,17.5,1373
450000,97000,Diesel,Individual,Manual,Used,5,8,22.9,1248
78000,80000,Diesel,Individual,Manual,Used,5,21,19.33,1248
390000,30000,Petrol,Individual,Manual,First Owner,5,6,19.69,1198
940000,120000,Diesel,Individual,Manual,First Owner,7,3,24.52,1248
650000,120000,Diesel,Individual,Manual,Used,5,7,19.01,1461
320000,103994,Diesel,Individual,Manual,Used,5,8,20.0,1399
145000,70000,Petrol,Individual,Manual,Used,5,17,13.4,1794
670000,70000,Diesel,Individual,Manual,First Owner,5,3,25.83,1498
350000,115000,Diesel,Individual,Manual,Used,5,9,21.5,1248
285000,178000,Diesel,Individual,Manual,Used,5,8,22.3,1248
300000,40000,Petrol,Individual,Manual,Used,5,9,19.0,998
300000,80000,Diesel,Individual,Manual,First Owner,5,9,20.0,1399
810000,98000,Diesel,Individual,Automatic,Used,7,11,12.07,2967
90000,118000,Diesel,Individual,Manual,Used,5,11,16.8,1405
100000,100000,Petrol,Individual,Manual,Used,5,16,19.7,796
90000,120000,Diesel,Individual,Manual,Used,5,11,17.88,1396
459999,120000,Diesel,Individual,Manual,Used,5,7,13.5,2609
525000,217000,Diesel,Individual,Manual,Used,8,11,12.8,2494
250000,65000,Petrol,Individual,Manual,Used,5,9,18.9,998
300000,41000,Petrol,Individual,Manual,Used,5,8,20.36,1197
130000,120000,Petrol,Individual,Manual,Used,5,15,16.1,1298
199000,70000,Petrol,Individual,Manual,Used,5,9,20.92,998
545000,90000,Diesel,Individual,Manual,Used,5,8,20.46,1461
570000,80000,Diesel,Individual,Manual,Used,7,6,20.77,1248
150000,120000,Petrol,Individual,Manual,Used,5,14,16.9,1497
114999,100000,Petrol,Individual,Manual,First Owner,5,11,19.7,796
450000,35000,Petrol,Individual,Manual,First Owner,5,2,20.3,1199
600000,5000,Petrol,Individual,Manual,First Owner,7,1,20.0,999
610000,110000,Diesel,Individual,Manual,First Owner,5,4,24.3,1248
690000,20000,Petrol,Individual,Manual,First Owner,5,3,18.6,1197
790000,15000,Petrol,Individual,Manual,First Owner,5,2,17.0,1198
254999,40000,Petrol,Individual,Manual,Used,5,6,20.92,998
500000,41000,Petrol,Individual,Manual,First Owner,5,4,18.7,1199
340000,100000,Diesel,Individual,Manual,Used,7,9,13.6,2523
245000,110000,Diesel,Individual,Manual,Used,7,13,13.6,2523
340000,120000,Diesel,Individual,Manual,Used,5,8,17.8,1399
221000,35008,Petrol,Dealer,Manual,First Owner,5,12,21.79,998
270000,31100,Petrol,Dealer,Manual,First Owner,5,3,22.7,799
455000,42312,Diesel,Dealer,Manual,First Owner,5,6,24.4,1120
300000,72000,Petrol,Dealer,Manual,First Owner,5,9,17.6,1496
480000,54891,Diesel,Dealer,Manual,First Owner,5,6,23.59,1364
1000000,30000,Diesel,Individual,Automatic,First Owner,5,2,22.0,1582
2600000,44000,Diesel,Dealer,Automatic,First Owner,5,3,22.69,1995
1850000,18890,Diesel,Dealer,Automatic,First Owner,7,3,11.36,2755
1000000,75010,Diesel,Dealer,Automatic,First Owner,5,7,13.73,1995
245000,100000,Diesel,Dealer,Manual,First Owner,5,8,23.08,1461
625000,4337,Petrol,Dealer,Automatic,First Owner,5,1,18.9,1197
560000,14495,Petrol,Dealer,Manual,First Owner,5,2,18.78,999
1475000,24000,Diesel,Dealer,Manual,First Owner,7,2,15.1,2179
425000,83585,Diesel,Dealer,Manual,First Owner,5,10,21.43,1364
550000,31000,Petrol,Dealer,Automatic,Used,5,6,17.21,1197
1475000,100000,Diesel,Dealer,Manual,First Owner,7,4,13.68,2393
750000,48406,Diesel,Dealer,Manual,First Owner,5,3,19.87,1461
570000,56239,Diesel,Dealer,Manual,First Owner,5,4,22.54,1396
585000,33243,Petrol,Dealer,Manual,First Owner,5,5,21.4,1197
600000,26000,Petrol,Dealer,Automatic,First Owner,5,4,19.0,1199
415000,90000,Diesel,Individual,Manual,First Owner,5,8,23.59,1364
530000,120000,Petrol,Individual,Manual,Used,5,4,17.19,1197
540000,38000,Petrol,Individual,Manual,First Owner,5,4,18.6,1197
180000,60000,Petrol,Individual,Manual,First Owner,5,7,21.1,814
450000,30000,Petrol,Individual,Manual,First Owner,5,6,19.1,1197
200000,50000,Petrol,Individual,Manual,First Owner,5,5,18.6,1199
425000,42000,Petrol,Individual,Manual,First Owner,5,3,23.84,1199
400000,30000,Petrol,Individual,Manual,First Owner,5,4,18.2,1199
150000,15858,Petrol,Individual,Manual,First Owner,5,15,13.8,1299
310000,15000,Petrol,Individual,Manual,First Owner,5,3,24.7,796
500000,50000,Diesel,Individual,Manual,First Owner,9,6,13.58,2499
200000,60000,Diesel,Individual,Manual,Used,5,7,25.44,936
900000,35000,Diesel,Individual,Manual,First Owner,7,2,21.04,1461
75000,90000,Diesel,Individual,Manual,Used,5,20,12.8,1489
400000,50000,Petrol,Individual,Manual,First Owner,5,5,20.4,1197
650000,110000,Diesel,Individual,Manual,First Owner,7,5,24.5,1498
480000,87847,Diesel,Dealer,Manual,First Owner,5,5,28.4,1248
140000,35000,Petrol,Individual,Manual,First Owner,5,11,19.7,796
550000,5000,Petrol,Individual,Manual,First Owner,5,2,22.0,1197
380000,29000,Petrol,Individual,Automatic,First Owner,5,3,20.51,998
440000,20000,Diesel,Individual,Manual,First Owner,5,4,19.09,1405
630000,15000,Petrol,Individual,Manual,First Owner,5,2,21.21,1197
250000,40000,Petrol,Individual,Manual,First Owner,5,3,25.17,799
120000,17000,Petrol,Individual,Manual,First Owner,5,11,19.7,796
287000,120000,Diesel,Individual,Manual,First Owner,5,8,21.12,1248
550000,45000,Petrol,Individual,Manual,First Owner,5,4,21.4,1197
950000,60000,Diesel,Individual,Manual,Used,7,4,15.4,1997
1630000,25000,Diesel,Individual,Manual,First Owner,5,1,17.0,1956
501000,80000,Diesel,Individual,Manual,Used,5,5,25.01,1498
550000,70000,Diesel,Individual,Manual,First Owner,7,6,15.96,2523
300000,25000,Petrol,Individual,Manual,First Owner,5,4,22.74,796
300000,50000,Petrol,Individual,Manual,Used,5,5,20.51,998
280000,100000,Diesel,Individual,Manual,Used,5,8,23.59,1364
416000,40000,Petrol,Individual,Automatic,First Owner,5,5,17.01,1499
260000,30000,Petrol,Individual,Manual,First Owner,8,2,16.8,796
550000,15000,Petrol,Individual,Manual,First Owner,5,4,18.2,1199
700000,100000,Diesel,Individual,Manual,Used,7,8,15.1,2179
181000,70000,Petrol,Individual,Manual,First Owner,5,9,15.64,1193
365000,110000,Diesel,Individual,Automatic,Used,8,11,11.79,2179
150000,9558,Petrol,Individual,Manual,First Owner,5,14,19.33,1248
400000,10000,Petrol,Individual,Automatic,First Owner,5,3,23.95,998
210000,110000,Petrol,Individual,Manual,First Owner,5,10,20.36,1197
500000,87000,Diesel,Individual,Manual,Used,5,7,22.32,1582
2711000,9000,Diesel,Dealer,Automatic,First Owner,5,3,13.6,1999
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
3800000,20000,Diesel,Individual,Automatic,First Owner,5,1,18.0,1969
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
225000,58343,Petrol,Dealer,Manual,First Owner,5,7,21.79,998
740000,38817,Diesel,Dealer,Manual,First Owner,5,2,27.39,1248
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
750000,79328,Diesel,Dealer,Manual,Used,7,7,12.99,2494
650000,5621,Petrol,Dealer,Automatic,First Owner,5,1,22.0,1197
625000,25538,Petrol,Dealer,Manual,First Owner,5,3,16.78,1496
600000,69779,Petrol,Dealer,Automatic,First Owner,5,2,22.0,1197
450000,56290,Diesel,Dealer,Manual,First Owner,5,3,24.0,1186
5400000,7500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
5500000,8500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
779000,7032,Petrol,Dealer,Automatic,First Owner,5,1,19.0,1199
645000,11000,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
2475000,2000,Diesel,Dealer,Automatic,First Owner,5,2,16.8,1984
735000,70000,Diesel,Individual,Manual,First Owner,5,3,27.39,1248
550000,120000,Petrol,Individual,Manual,First Owner,5,3,17.57,1193
509999,148000,Diesel,Individual,Manual,First Owner,7,7,20.77,1248
459999,60000,Diesel,Individual,Manual,Used,5,7,21.27,1396
310000,18000,Petrol,Individual,Manual,First Owner,5,5,22.74,796
775000,80000,Diesel,Individual,Manual,First Owner,5,2,22.95,1248
105000,96000,Petrol,Individual,Manual,Used,5,16,19.7,796
430000,97000,Diesel,Individual,Manual,Used,5,5,25.8,1498
360000,210000,Diesel,Individual,Manual,Used,5,7,21.9,1396
400000,60000,Diesel,Individual,Manual,Used,5,8,20.5,1598
600000,90000,Diesel,Individual,Manual,First Owner,5,6,23.4,1248
580000,35000,Petrol,Individual,Manual,First Owner,5,1,17.5,1199
140000,120000,Diesel,Individual,Manual,Used,5,8,21.03,1461
210000,100000,Diesel,Individual,Manual,First Owner,5,12,19.61,1405
550000,20000,Petrol,Individual,Manual,First Owner,5,3,18.9,1197
120000,110000,Petrol,Individual,Manual,Used,5,7,18.2,1199
400000,35000,Diesel,Individual,Manual,First Owner,7,7,12.99,2494
1035000,15000,Diesel,Individual,Manual,First Owner,5,2,25.5,1498
625000,90000,Diesel,Individual,Manual,First Owner,5,5,26.21,1248
200000,40000,Petrol,Individual,Manual,First Owner,5,12,20.36,1197
316000,140000,Diesel,Individual,Manual,First Owner,5,7,21.02,1248
813000,110000,Diesel,Individual,Manual,First Owner,5,3,24.3,1248
1575000,55000,Diesel,Individual,Automatic,First Owner,7,4,11.36,2755
900000,73000,Diesel,Individual,Manual,First Owner,8,7,12.99,2494
650000,100000,Diesel,Individual,Manual,First Owner,7,5,20.77,1248
459999,32000,Diesel,Individual,Manual,Used,5,5,25.83,1498
290000,112072,Diesel,Individual,Manual,First Owner,5,8,21.64,1461
400000,30000,Diesel,Individual,Manual,First Owner,5,6,20.0,1399
565000,70000,Diesel,Individual,Manual,Used,5,4,25.2,1248
2150000,50000,Diesel,Individual,Manual,Used,5,9,19.33,1248
150000,80000,Petrol,Individual,Manual,Used,5,11,18.0,995
480000,110000,Diesel,Individual,Automatic,Used,5,13,16.07,1995
70000,80000,Petrol,Individual,Manual,Used,5,13,18.2,1061
70000,80000,Petrol,Individual,Manual,Used,5,13,18.2,1061
1190000,80000,Petrol,Individual,Automatic,Used,5,9,10.93,2497
140000,100000,Petrol,Individual,Manual,Used,5,14,19.33,1248
900000,19000,Diesel,Individual,Manual,First Owner,5,2,23.0,1498
600000,40000,Diesel,Individual,Manual,First Owner,5,5,22.54,1396
1100000,52269,Diesel,Individual,Manual,First Owner,7,5,15.4,2179
120000,170000,LPG/CNG,Individual,Manual,Used,5,10,10.9,796
120000,140000,Petrol,Individual,Manual,First Owner,5,11,16.8,796
120000,170000,Petrol,Individual,Manual,Used,5,10,16.8,796
229999,60000,Petrol,Individual,Manual,Used,5,11,18.5,1197
570000,15780,Petrol,Individual,Manual,First Owner,5,3,17.8,1198
575000,106000,Diesel,Individual,Manual,First Owner,5,6,22.32,1582
280000,80000,Diesel,Individual,Manual,Used,5,8,20.54,1598
580000,74000,Diesel,Individual,Manual,Used,5,5,21.19,1396
875000,35000,Diesel,Individual,Manual,Used,7,2,25.47,1248
500000,70000,Diesel,Individual,Manual,Used,5,7,22.32,1582
700000,60000,Diesel,Individual,Manual,First Owner,5,5,26.21,1248
388000,50000,Petrol,Individual,Manual,Used,5,4,18.16,1196
225000,80000,Petrol,Individual,Manual,Used,5,9,20.36,1197
90000,90000,Petrol,Individual,Manual,Used,5,9,15.64,1193
600000,114000,Diesel,Individual,Manual,First Owner,5,6,19.01,1461
235000,100000,Petrol,Individual,Manual,First Owner,5,11,18.5,1197
350000,100000,Diesel,Individual,Manual,Used,5,9,23.0,1396
235000,80000,Petrol,Individual,Manual,Used,5,9,20.36,1197
190000,35000,Petrol,Individual,Manual,First Owner,5,10,19.7,796
325000,79000,Diesel,Individual,Manual,First Owner,5,9,21.12,1248
550000,2360457,Petrol,Individual,Manual,Used,5,13,18.6,1197
300000,120000,Diesel,Individual,Manual,Used,5,9,20.54,1598
550000,10000,Petrol,Individual,Manual,First Owner,5,3,20.3,1199
720000,150000,Diesel,Individual,Manual,Used,7,7,15.1,2179
110000,110000,Petrol,Individual,Manual,First Owner,5,9,18.06,1198
310000,10000,Petrol,Individual,Manual,First Owner,5,2,24.7,796
150000,70000,LPG/CNG,Individual,Manual,Used,5,10,26.2,998
260000,46000,Diesel,Individual,Manual,First Owner,5,8,19.4,1405
55000,120000,Petrol,Individual,Manual,Used,5,18,13.2,1495
450000,108800,Diesel,Individual,Manual,Used,5,7,22.9,1248
199000,70000,Petrol,Individual,Manual,Used,5,11,20.36,1197
1000000,35000,Diesel,Individual,Manual,First Owner,7,2,15.4,2523
240000,72000,Diesel,Individual,Manual,First Owner,5,9,20.0,1399
350000,40000,Petrol,Individual,Manual,First Owner,5,2,25.17,799
530000,120000,Diesel,Individual,Manual,Used,7,6,15.96,2523
150000,35000,Petrol,Individual,Manual,First Owner,5,9,18.0,995
625000,12500,Petrol,Individual,Manual,First Owner,5,1,18.6,1197
378000,80000,Petrol,Individual,Manual,First Owner,5,6,18.9,1197
210000,210000,Petrol,Individual,Manual,Used,5,5,25.17,799
700000,100000,Diesel,Individual,Manual,Used,5,2,28.4,1248
156000,110000,Petrol,Individual,Manual,Used,5,9,17.92,1086
700000,103000,Diesel,Individual,Manual,First Owner,7,4,16.5,1493
194000,577414,Petrol,Individual,Manual,Used,5,10,18.9,1061
120000,100000,Petrol,Individual,Manual,Used,5,14,19.7,796
415000,45000,Petrol,Individual,Automatic,First Owner,5,5,15.5,1198
450000,45000,Petrol,Individual,Automatic,First Owner,5,5,15.5,1198
325000,40000,Petrol,Individual,Manual,Used,5,6,19.4,1198
525000,200000,Diesel,Individual,Manual,First Owner,9,6,15.96,2523
265000,100000,Petrol,Individual,Manual,First Owner,5,3,21.1,814
100000,120000,Petrol,Individual,Manual,Used,8,12,19.7,796
2711000,9000,Diesel,Dealer,Automatic,First Owner,5,3,13.6,1999
5150000,20000,Petrol,Dealer,Automatic,First Owner,5,1,22.37,2487
3200000,45000,Diesel,Dealer,Automatic,First Owner,5,3,19.33,1999
503000,110000,Diesel,Individual,Manual,First Owner,7,5,14.1,2179
3800000,20000,Diesel,Individual,Automatic,First Owner,5,1,18.0,1969
2000000,68089,Petrol,Dealer,Automatic,First Owner,5,4,19.16,2494
225000,58343,Petrol,Dealer,Manual,First Owner,5,7,21.79,998
740000,38817,Diesel,Dealer,Manual,First Owner,5,2,27.39,1248
550000,56494,Petrol,Dealer,Manual,First Owner,5,4,18.2,1199
750000,79328,Diesel,Dealer,Manual,Used,7,7,12.99,2494
650000,5621,Petrol,Dealer,Automatic,First Owner,5,1,22.0,1197
625000,25538,Petrol,Dealer,Manual,First Owner,5,3,16.78,1496
600000,69779,Petrol,Dealer,Automatic,First Owner,5,2,22.0,1197
450000,56290,Diesel,Dealer,Manual,First Owner,5,3,24.0,1186
5400000,7500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
5500000,8500,Diesel,Dealer,Automatic,First Owner,5,1,16.78,1995
779000,7032,Petrol,Dealer,Automatic,First Owner,5,1,19.0,1199
645000,11000,Petrol,Dealer,Automatic,First Owner,5,4,14.3,1598
2475000,2000,Diesel,Dealer,Automatic,First Owner,5,2,16.8,1984
400000,100000,Diesel,Individual,Manual,First Owner,5,5,23.0,1248
345000,40000,Diesel,Individual,Manual,First Owner,5,7,21.9,1396
850000,15000,Diesel,Individual,Manual,Used,6,2,16.55,2498
620000,15000,Petrol,Individual,Automatic,First Owner,5,2,20.89,1197
700000,10000,Petrol,Individual,Manual,Used,5,2,21.4,1197
200000,90000,Diesel,Individual,Manual,First Owner,5,8,22.3,1248
660000,80000,Diesel,Individual,Manual,First Owner,7,3,16.5,1493
1700000,39000,Diesel,Individual,Manual,First Owner,7,5,13.5,2477
90000,60000,Diesel,Individual,Manual,Used,5,11,17.88,1396
1050000,28000,Diesel,Individual,Manual,Used,7,5,15.1,2179
160000,90000,Petrol,Individual,Manual,Used,5,10,15.6,1196
150000,80000,Petrol,Individual,Manual,Used,5,14,13.5,1799
200000,35000,Petrol,Individual,Manual,First Owner,5,10,19.0,998
365000,185000,Diesel,Individual,Manual,Used,5,9,21.43,1364
140000,110000,Petrol,Individual,Manual,Used,5,11,15.7,1172
360000,100000,Diesel,Individual,Manual,First Owner,5,4,20.5,1248
200000,110000,Petrol,Individual,Manual,Used,5,12,17.7,1497
250000,100000,Diesel,Individual,Manual,Used,5,10,17.5,1896
229999,110000,Diesel,Individual,Manual,Used,5,12,17.5,1896
320000,130000,Diesel,Individual,Manual,Used,5,9,17.8,1399
85000,68300,Petrol,Individual,Manual,Used,5,17,19.33,1248
1200000,27000,Petrol,Individual,Manual,First Owner,5,2,15.8,1591
740000,9000,Petrol,Individual,Automatic,First Owner,5,2,21.4,1197
345000,40000,Diesel,Individual,Manual,First Owner,5,7,21.9,1396
570000,19000,Petrol,Individual,Automatic,Used,5,1,20.89,1197
490000,10000,Petrol,Individual,Manual,First Owner,5,1,20.52,1197
250000,100000,Diesel,Individual,Manual,First Owner,5,7,23.57,1396
430000,20000,Petrol,Individual,Automatic,First Owner,5,3,20.51,998
225000,35000,Petrol,Individual,Manual,First Owner,5,6,21.1,814
850000,15000,Diesel,Individual,Manual,Used,6,2,16.55,2498
620000,15000,Petrol,Individual,Automatic,First Owner,5,2,20.89,1197
440000,70000,Diesel,Individual,Manual,Used,5,6,22.54,1396
800000,70000,Diesel,Individual,Manual,First Owner,5,4,24.3,1248
700000,10000,Petrol,Individual,Manual,Used,5,2,21.4,1197
600000,47000,Diesel,Individual,Manual,First Owner,5,4,25.2,1248
200000,90000,Diesel,Individual,Manual,First Owner,5,8,22.3,1248
660000,80000,Diesel,Individual,Manual,First Owner,7,3,16.5,1493
1700000,39000,Diesel,Individual,Manual,First Owner,7,5,13.5,2477
450000,53000,Diesel,Individual,Manual,First Owner,5,5,24.0,1120
420000,105000,Diesel,Individual,Manual,Used,5,7,23.4,1248
500000,121941,Diesel,Dealer,Manual,First Owner,8,9,12.8,2494
350000,15000,Petrol,Individual,Manual,First Owner,5,4,23.84,1199
280000,100000,Diesel,Individual,Manual,First Owner,8,6,14.0,2489
425000,152186,Diesel,Dealer,Manual,Used,5,7,20.45,1461
295000,82246,Petrol,Dealer,Manual,First Owner,5,7,20.36,1197
540000,20000,Petrol,Individual,Manual,First Owner,5,4,20.4,1197
754000,40000,Diesel,Individual,Manual,First Owner,5,3,28.4,1248
650000,89580,Diesel,Dealer,Manual,Used,8,9,12.8,2494
550000,250000,Diesel,Individual,Manual,Used,7,9,12.8,2494
550000,250000,Diesel,Individual,Manual,Used,7,9,12.8,2494
675000,2789,Petrol,Dealer,Manual,First Owner,5,1,18.16,1196
700000,35278,Diesel,Dealer,Manual,First Owner,5,2,23.8,1499
795000,2860,Diesel,Dealer,Manual,First Owner,5,2,23.8,1499
515000,200000,Diesel,Individual,Manual,First Owner,7,10,12.8,2494
450000,20000,Petrol,Individual,Manual,First Owner,6,2,18.15,1198
155000,60000,Petrol,Individual,Manual,Used,5,12,15.0,1086
350000,100000,Diesel,Individual,Manual,Used,5,9,23.59,1364
250000,78562,Diesel,Dealer,Manual,First Owner,5,9,20.0,1399
450000,96000,Diesel,Individual,Manual,Used,5,9,22.32,1582
450000,96000,Diesel,Individual,Manual,Used,5,9,22.32,1582
55599,36088,Petrol,Individual,Manual,First Owner,4,17,16.1,796
420000,50000,Diesel,Individual,Manual,First Owner,5,6,22.54,1396
315000,100000,Diesel,Individual,Manual,First Owner,5,8,23.59,1364
750000,40000,Diesel,Individual,Manual,First Owner,5,2,25.1,1248
450000,10000,Petrol,Individual,Manual,First Owner,5,0,19.02,1198
175000,60000,Diesel,Individual,Manual,Used,5,12,17.8,1248
650000,10000,Petrol,Individual,Manual,First Owner,5,1,17.19,1197
1050000,10000,Diesel,Individual,Manual,First Owner,7,2,25.47,1248
375000,35000,Diesel,Individual,Manual,Used,5,9,22.32,1582
1100000,80000,Diesel,Individual,Manual,First Owner,7,6,14.74,2199
1550000,28000,Diesel,Individual,Manual,First Owner,7,1,15.1,2179
620000,35000,Diesel,Individual,Manual,First Owner,5,3,24.29,1498
1511000,32000,Diesel,Individual,Manual,First Owner,5,3,16.3,1956
135000,40000,Petrol,Individual,Manual,First Owner,5,17,18.9,998
375000,35000,Diesel,Individual,Manual,Used,5,9,22.32,1582
320000,10000,Petrol,Individual,Manual,First Owner,5,1,25.17,799
1650000,25000,Diesel,Individual,Automatic,Used,7,1,15.1,2179
320000,50000,Petrol,Individual,Manual,First Owner,5,4,23.95,998
400000,129000,Diesel,Individual,Manual,First Owner,5,8,19.3,1248
900000,100000,Diesel,Individual,Automatic,Used,7,5,16.0,2179
310000,30000,Petrol,Individual,Manual,First Owner,5,2,24.7,796
595000,28000,Petrol,Individual,Manual,Used,5,2,17.0,1198
800000,60000,Diesel,Individual,Manual,First Owner,5,3,23.65,1248
350000,70000,Petrol,Individual,Manual,First Owner,5,7,13.87,1598
275000,110000,Diesel,Individual,Manual,First Owner,5,7,19.1,1405
420000,10000,Petrol,Individual,Manual,First Owner,5,1,15.37,1196
250000,110000,Diesel,Individual,Manual,Used,5,12,18.1,1493
250000,100000,Diesel,Individual,Manual,Used,5,13,17.8,1248
290000,120000,Diesel,Individual,Manual,Used,8,12,12.05,2179
525000,60000,Petrol,Individual,Automatic,First Owner,5,4,16.9,1197
250000,110000,Diesel,Individual,Manual,Used,7,12,10.5,2609
90000,64000,Petrol,Individual,Manual,First Owner,5,13,19.33,1248
430000,10000,Petrol,Individual,Manual,First Owner,5,3,23.1,998
630000,35000,Petrol,Individual,Manual,First Owner,5,3,21.4,1197
550000,23000,Petrol,Individual,Manual,First Owner,5,2,20.3,1199
630000,15000,Diesel,Individual,Manual,Used,5,1,28.4,1248
850000,20000,Diesel,Individual,Manual,First Owner,9,2,18.49,2179
455000,90000,Diesel,Individual,Manual,First Owner,7,9,13.6,2523
445000,90000,Diesel,Individual,Manual,First Owner,7,9,13.6,2523
370000,80000,Diesel,Individual,Manual,First Owner,5,7,21.9,1396
500000,50000,Petrol,Individual,Manual,First Owner,5,4,18.9,1197
95000,50000,Diesel,Individual,Manual,Used,5,15,19.33,1248
140000,185000,Diesel,Individual,Manual,Used,5,8,19.4,1405
550000,40000,Petrol,Individual,Manual,First Owner,5,1,21.21,1197
300000,30000,Petrol,Individual,Manual,First Owner,5,3,23.01,999
150000,120000,Diesel,Individual,Manual,First Owner,5,9,23.03,1396
229999,500000,Petrol,Individual,Manual,Used,5,9,18.9,998
880000,46000,Diesel,Individual,Manual,First Owner,7,3,15.4,2179
900000,120000,Diesel,Individual,Manual,First Owner,7,9,11.5,2982
720000,80000,Diesel,Individual,Manual,First Owner,9,5,15.4,2523
550000,90000,Diesel,Individual,Manual,Used,5,4,22.54,1396
720000,90000,Diesel,Individual,Manual,First Owner,9,5,15.4,2523
70000,80000,Petrol,Individual,Manual,Used,5,14,19.33,1248
535000,70000,Diesel,Individual,Manual,First Owner,5,4,25.2,1248
320000,91000,Diesel,Individual,Manual,Used,5,5,24.4,1120
500000,90000,Diesel,Individual,Manual,First Owner,5,5,22.54,1396
525000,110000,Diesel,Individual,Manual,Used,7,6,20.77,1248
220000,90000,Petrol,Individual,Manual,First Owner,5,1,23.01,999
